B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time,max_iters,num_init
9,1.00E+05,1000,0.01,20,random,mbkmeans,38.598,0.995,45.982,10,1
10,1.00E+05,1000,0.01,20,random,mbkmeans,37.325,1.096,57.951,10,1
1,1.00E+05,1000,0.1,2,random,mbkmeans,37.682,2.262,48.186,10,1
2,1.00E+05,1000,0.1,2,random,mbkmeans,39.009,2.409,58.915,10,1
3,1.00E+05,1000,0.1,2,random,mbkmeans,38.268,2.323,52.99,10,1
4,1.00E+05,1000,0.1,2,random,mbkmeans,38.404,2.394,53.875,10,1
5,1.00E+05,1000,0.1,2,random,mbkmeans,39.036,2.425,56.377,10,1
6,1.00E+05,1000,0.1,2,random,mbkmeans,38.673,2.304,52.087,10,1
7,1.00E+05,1000,0.1,2,random,mbkmeans,35.401,2.243,43.452,10,1
8,1.00E+05,1000,0.1,2,random,mbkmeans,39.285,2.432,53.034,10,1
9,1.00E+05,1000,0.1,2,random,mbkmeans,35.815,2.183,45.278,10,1
10,1.00E+05,1000,0.1,2,random,mbkmeans,36.496,2.173,46.648,10,1
1,1.00E+05,1000,0.1,3,random,mbkmeans,39.643,2.443,51.385,10,1
2,1.00E+05,1000,0.1,3,random,mbkmeans,41.155,2.321,53.399,10,1
3,1.00E+05,1000,0.1,3,random,mbkmeans,41.762,2.311,50.481,10,1
4,1.00E+05,1000,0.1,3,random,mbkmeans,39.769,2.338,52.347,10,1
5,1.00E+05,1000,0.1,3,random,mbkmeans,42.691,2.378,60.364,10,1
6,1.00E+05,1000,0.1,3,random,mbkmeans,41.235,2.458,54.07,10,1
7,1.00E+05,1000,0.1,3,random,mbkmeans,39.487,2.199,45.063,10,1
8,1.00E+05,1000,0.1,3,random,mbkmeans,40.361,2.308,52.56,10,1
9,1.00E+05,1000,0.1,3,random,mbkmeans,39.487,2.269,45.169,10,1
10,1.00E+05,1000,0.1,3,random,mbkmeans,39.648,2.273,44.861,10,1
1,1.00E+05,1000,0.1,4,random,mbkmeans,42.337,2.11,48.937,10,1
2,1.00E+05,1000,0.1,4,random,mbkmeans,43.358,2.152,51.461,10,1
3,1.00E+05,1000,0.1,4,random,mbkmeans,42.999,2.08,57.157,10,1
4,1.00E+05,1000,0.1,4,random,mbkmeans,42.948,2.102,52.949,10,1
5,1.00E+05,1000,0.1,4,random,mbkmeans,45.021,2.139,60.364,10,1
6,1.00E+05,1000,0.1,4,random,mbkmeans,46.216,1.996,65.716,10,1
7,1.00E+05,1000,0.1,4,random,mbkmeans,42.051,1.948,50.856,10,1
8,1.00E+05,1000,0.1,4,random,mbkmeans,41.516,2.612,57.458,10,1
9,1.00E+05,1000,0.1,4,random,mbkmeans,44.888,2.23,57.81,10,1
10,1.00E+05,1000,0.1,4,random,mbkmeans,44.095,2.11,54.536,10,1
1,1.00E+05,1000,0.1,5,random,mbkmeans,47.246,2.079,51.95,10,1
2,1.00E+05,1000,0.1,5,random,mbkmeans,48.435,2.344,61.282,10,1
3,1.00E+05,1000,0.1,5,random,mbkmeans,44.968,2.322,48.755,10,1
4,1.00E+05,1000,0.1,5,random,mbkmeans,47.015,2.588,53.607,10,1
5,1.00E+05,1000,0.1,5,random,mbkmeans,46.526,2.2,64.22,10,1
6,1.00E+05,1000,0.1,5,random,mbkmeans,47.592,2.548,56.022,10,1
7,1.00E+05,1000,0.1,5,random,mbkmeans,45.181,2.164,50.7,10,1
8,1.00E+05,1000,0.1,5,random,mbkmeans,47.687,2.043,65.04,10,1
9,1.00E+05,1000,0.1,5,random,mbkmeans,48.344,2.406,66.749,10,1
10,1.00E+05,1000,0.1,5,random,mbkmeans,48.368,2.147,52.733,10,1
1,1.00E+05,1000,0.1,6,random,mbkmeans,54.134,2.44,66.645,10,1
2,1.00E+05,1000,0.1,6,random,mbkmeans,50.298,2.135,62.28,10,1
3,1.00E+05,1000,0.1,6,random,mbkmeans,51.225,2.201,65.847,10,1
4,1.00E+05,1000,0.1,6,random,mbkmeans,50.85,2.155,70.685,10,1
5,1.00E+05,1000,0.1,6,random,mbkmeans,49.058,2.172,65.478,10,1
6,1.00E+05,1000,0.1,6,random,mbkmeans,47.975,2.094,61.277,10,1
7,1.00E+05,1000,0.1,6,random,mbkmeans,50.399,2.22,77.729,10,1
8,1.00E+05,1000,0.1,6,random,mbkmeans,51.097,2.141,66.74,10,1
9,1.00E+05,1000,0.1,6,random,mbkmeans,52.531,2.402,82.398,10,1
10,1.00E+05,1000,0.1,6,random,mbkmeans,53.015,2.292,70.628,10,1
1,1.00E+05,1000,0.1,7,random,mbkmeans,55.627,2.409,68.112,10,1
2,1.00E+05,1000,0.1,7,random,mbkmeans,56.999,2.416,73.717,10,1
3,1.00E+05,1000,0.1,7,random,mbkmeans,56.359,2.429,71.032,10,1
4,1.00E+05,1000,0.1,7,random,mbkmeans,57.303,2.657,68.912,10,1
5,1.00E+05,1000,0.1,7,random,mbkmeans,54.494,2.306,66.625,10,1
6,1.00E+05,1000,0.1,7,random,mbkmeans,56.151,2.456,66.516,10,1
7,1.00E+05,1000,0.1,7,random,mbkmeans,53.986,2.287,62.316,10,1
8,1.00E+05,1000,0.1,7,random,mbkmeans,57.524,2.575,65.408,10,1
9,1.00E+05,1000,0.1,7,random,mbkmeans,57.869,2.496,70.427,10,1
10,1.00E+05,1000,0.1,7,random,mbkmeans,55.9,2.496,70.876,10,1
1,1.00E+05,1000,0.1,8,random,mbkmeans,58.267,2.416,66.565,10,1
2,1.00E+05,1000,0.1,8,random,mbkmeans,62.111,2.521,78.81,10,1
3,1.00E+05,1000,0.1,8,random,mbkmeans,58.975,2.158,67.255,10,1
4,1.00E+05,1000,0.1,8,random,mbkmeans,62.903,2.417,78.527,10,1
5,1.00E+05,1000,0.1,8,random,mbkmeans,60.151,2.548,86.415,10,1
6,1.00E+05,1000,0.1,8,random,mbkmeans,59.631,2.345,76.566,10,1
7,1.00E+05,1000,0.1,8,random,mbkmeans,61.373,2.277,72.715,10,1
8,1.00E+05,1000,0.1,8,random,mbkmeans,58.607,2.491,80.589,10,1
9,1.00E+05,1000,0.1,8,random,mbkmeans,61.109,2.356,84.01,10,1
10,1.00E+05,1000,0.1,8,random,mbkmeans,60.702,2.307,71.863,10,1
1,1.00E+05,1000,0.1,9,random,mbkmeans,63.648,2.294,78.942,10,1
2,1.00E+05,1000,0.1,9,random,mbkmeans,63.462,2.293,79.533,10,1
3,1.00E+05,1000,0.1,9,random,mbkmeans,66.058,2.365,84.636,10,1
4,1.00E+05,1000,0.1,9,random,mbkmeans,64.601,2.118,79.065,10,1
5,1.00E+05,1000,0.1,9,random,mbkmeans,64.54,2.258,78.026,10,1
6,1.00E+05,1000,0.1,9,random,mbkmeans,64.631,2.264,81.222,10,1
7,1.00E+05,1000,0.1,9,random,mbkmeans,62.956,2.178,74.525,10,1
8,1.00E+05,1000,0.1,9,random,mbkmeans,66.844,2.464,76.738,10,1
9,1.00E+05,1000,0.1,9,random,mbkmeans,64.507,2.254,78.306,10,1
10,1.00E+05,1000,0.1,9,random,mbkmeans,63.519,2.358,78.346,10,1
1,1.00E+05,1000,0.1,10,random,mbkmeans,67.857,2.111,75.717,10,1
2,1.00E+05,1000,0.1,10,random,mbkmeans,68.219,2.291,96.239,10,1
3,1.00E+05,1000,0.1,10,random,mbkmeans,69.538,2.4,123.476,10,1
4,1.00E+05,1000,0.1,10,random,mbkmeans,65.318,2.279,76.982,10,1
5,1.00E+05,1000,0.1,10,random,mbkmeans,67.712,2.251,107.774,10,1
6,1.00E+05,1000,0.1,10,random,mbkmeans,69.082,2.177,111.154,10,1
7,1.00E+05,1000,0.1,10,random,mbkmeans,67.355,2.328,96.406,10,1
8,1.00E+05,1000,0.1,10,random,mbkmeans,69.558,2.571,117.773,10,1
9,1.00E+05,1000,0.1,10,random,mbkmeans,68.122,2.651,97.964,10,1
10,1.00E+05,1000,0.1,10,random,mbkmeans,66.459,2.44,108.091,10,1
1,1.00E+05,1000,0.1,11,random,mbkmeans,71.885,2.378,103.418,10,1
2,1.00E+05,1000,0.1,11,random,mbkmeans,71.997,2.411,98.277,10,1
3,1.00E+05,1000,0.1,11,random,mbkmeans,72.392,2.364,99.874,10,1
4,1.00E+05,1000,0.1,11,random,mbkmeans,70.992,2.136,87.517,10,1
5,1.00E+05,1000,0.1,11,random,mbkmeans,66.857,2.245,84.941,10,1
6,1.00E+05,1000,0.1,11,random,mbkmeans,71.349,2.425,106.795,10,1
7,1.00E+05,1000,0.1,11,random,mbkmeans,68.831,2.215,90.094,10,1
8,1.00E+05,1000,0.1,11,random,mbkmeans,70.677,2.08,92.645,10,1
9,1.00E+05,1000,0.1,11,random,mbkmeans,70.556,2.298,97.624,10,1
10,1.00E+05,1000,0.1,11,random,mbkmeans,72.584,2.343,98.467,10,1
1,1.00E+05,1000,0.1,12,random,mbkmeans,71.814,1.849,83.961,10,1
2,1.00E+05,1000,0.1,12,random,mbkmeans,76.762,1.872,99.298,10,1
3,1.00E+05,1000,0.1,12,random,mbkmeans,78.633,1.977,97.201,10,1
4,1.00E+05,1000,0.1,12,random,mbkmeans,76.249,1.84,102.951,10,1
5,1.00E+05,1000,0.1,12,random,mbkmeans,73.316,1.815,92.488,10,1
6,1.00E+05,1000,0.1,12,random,mbkmeans,76.122,1.543,100.122,10,1
7,1.00E+05,1000,0.1,12,random,mbkmeans,71.87,1.755,87.324,10,1
8,1.00E+05,1000,0.1,12,random,mbkmeans,76.032,1.891,95.82,10,1
9,1.00E+05,1000,0.1,12,random,mbkmeans,75.535,1.916,94.256,10,1
10,1.00E+05,1000,0.1,12,random,mbkmeans,74.079,2.043,102.708,10,1
1,1.00E+05,1000,0.1,13,random,mbkmeans,80.305,2.367,93.902,10,1
2,1.00E+05,1000,0.1,13,random,mbkmeans,79.671,2.29,84.121,10,1
3,1.00E+05,1000,0.1,13,random,mbkmeans,84.715,2.11,98.319,10,1
4,1.00E+05,1000,0.1,13,random,mbkmeans,78.034,2.201,88.827,10,1
5,1.00E+05,1000,0.1,13,random,mbkmeans,78.026,1.928,86.531,10,1
6,1.00E+05,1000,0.1,13,random,mbkmeans,82.108,2.137,95.121,10,1
7,1.00E+05,1000,0.1,13,random,mbkmeans,77.95,2.134,90.162,10,1
8,1.00E+05,1000,0.1,13,random,mbkmeans,76.375,2.164,83.685,10,1
9,1.00E+05,1000,0.1,13,random,mbkmeans,75.995,2.066,83.985,10,1
10,1.00E+05,1000,0.1,13,random,mbkmeans,85.104,2.134,96.342,10,1
1,1.00E+05,1000,0.1,14,random,mbkmeans,82.932,2.098,106.463,10,1
2,1.00E+05,1000,0.1,14,random,mbkmeans,75.675,1.723,84.38,10,1
3,1.00E+05,1000,0.1,14,random,mbkmeans,83.375,2.056,99.956,10,1
4,1.00E+05,1000,0.1,14,random,mbkmeans,82.457,1.866,89.317,10,1
5,1.00E+05,1000,0.1,14,random,mbkmeans,84.221,2.034,108.844,10,1
6,1.00E+05,1000,0.1,14,random,mbkmeans,83.738,2.01,118.201,10,1
7,1.00E+05,1000,0.1,14,random,mbkmeans,81.774,2.056,105.896,10,1
8,1.00E+05,1000,0.1,14,random,mbkmeans,76.158,2.023,81.583,10,1
9,1.00E+05,1000,0.1,14,random,mbkmeans,80.775,1.953,93.355,10,1
10,1.00E+05,1000,0.1,14,random,mbkmeans,81.309,2.145,109.35,10,1
1,1.00E+05,1000,0.1,15,random,mbkmeans,84.381,2.002,95.096,10,1
2,1.00E+05,1000,0.1,15,random,mbkmeans,89.573,2.253,94.734,10,1
3,1.00E+05,1000,0.1,15,random,mbkmeans,86.972,2.324,95.688,10,1
4,1.00E+05,1000,0.1,15,random,mbkmeans,88.079,2.125,116.699,10,1
5,1.00E+05,1000,0.1,15,random,mbkmeans,86.133,2.439,91.472,10,1
6,1.00E+05,1000,0.1,15,random,mbkmeans,82.075,2.103,93.049,10,1
7,1.00E+05,1000,0.1,15,random,mbkmeans,86.989,2.237,112.141,10,1
8,1.00E+05,1000,0.1,15,random,mbkmeans,91.217,2.031,94.823,10,1
9,1.00E+05,1000,0.1,15,random,mbkmeans,85.712,2.747,91.102,10,1
10,1.00E+05,1000,0.1,15,random,mbkmeans,87.963,1.932,112.985,10,1
1,1.00E+05,1000,0.1,16,random,mbkmeans,89.957,2.166,92.431,10,1
2,1.00E+05,1000,0.1,16,random,mbkmeans,90.758,1.998,121.337,10,1
3,1.00E+05,1000,0.1,16,random,mbkmeans,83.405,2.074,98.208,10,1
4,1.00E+05,1000,0.1,16,random,mbkmeans,92.424,1.918,127.916,10,1
5,1.00E+05,1000,0.1,16,random,mbkmeans,88.635,1.796,128.065,10,1
6,1.00E+05,1000,0.1,16,random,mbkmeans,87.809,1.875,122.287,10,1
7,1.00E+05,1000,0.1,16,random,mbkmeans,88.855,1.95,115.662,10,1
8,1.00E+05,1000,0.1,16,random,mbkmeans,88.236,1.935,111.849,10,1
9,1.00E+05,1000,0.1,16,random,mbkmeans,86.607,2.043,93.048,10,1
10,1.00E+05,1000,0.1,16,random,mbkmeans,85.662,1.942,114.882,10,1
1,1.00E+05,1000,0.1,17,random,mbkmeans,94.689,2.075,109.789,10,1
2,1.00E+05,1000,0.1,17,random,mbkmeans,89.66,1.993,95.441,10,1
3,1.00E+05,1000,0.1,17,random,mbkmeans,93.91,2.12,114.246,10,1
4,1.00E+05,1000,0.1,17,random,mbkmeans,93.923,2.14,118.644,10,1
5,1.00E+05,1000,0.1,17,random,mbkmeans,95.676,2.126,109.294,10,1
6,1.00E+05,1000,0.1,17,random,mbkmeans,92.544,1.997,106.938,10,1
7,1.00E+05,1000,0.1,17,random,mbkmeans,93.463,2.364,113.587,10,1
8,1.00E+05,1000,0.1,17,random,mbkmeans,91.191,2.252,96.768,10,1
9,1.00E+05,1000,0.1,17,random,mbkmeans,93.331,1.98,125.161,10,1
10,1.00E+05,1000,0.1,17,random,mbkmeans,93.456,2.148,112.459,10,1
1,1.00E+05,1000,0.1,18,random,mbkmeans,97.823,2.051,137.789,10,1
2,1.00E+05,1000,0.1,18,random,mbkmeans,98.511,2.201,128.508,10,1
3,1.00E+05,1000,0.1,18,random,mbkmeans,94.562,1.853,99.907,10,1
4,1.00E+05,1000,0.1,18,random,mbkmeans,97.141,1.975,132.24,10,1
5,1.00E+05,1000,0.1,18,random,mbkmeans,101.364,2.113,141.591,10,1
6,1.00E+05,1000,0.1,18,random,mbkmeans,97.798,1.795,112.558,10,1
7,1.00E+05,1000,0.1,18,random,mbkmeans,99.018,2.215,138.159,10,1
8,1.00E+05,1000,0.1,18,random,mbkmeans,102.407,1.926,110.885,10,1
9,1.00E+05,1000,0.1,18,random,mbkmeans,98.229,2.042,134.109,10,1
10,1.00E+05,1000,0.1,18,random,mbkmeans,102.308,2.184,122.105,10,1
1,1.00E+05,1000,0.1,19,random,mbkmeans,106.238,1.779,141.914,10,1
2,1.00E+05,1000,0.1,19,random,mbkmeans,104.986,1.717,144.642,10,1
3,1.00E+05,1000,0.1,19,random,mbkmeans,103.723,1.871,142.867,10,1
4,1.00E+05,1000,0.1,19,random,mbkmeans,108.691,1.868,110.817,10,1
5,1.00E+05,1000,0.1,19,random,mbkmeans,103.344,1.737,145.466,10,1
6,1.00E+05,1000,0.1,19,random,mbkmeans,109.623,2.057,111.758,10,1
7,1.00E+05,1000,0.1,19,random,mbkmeans,99.543,1.899,120.772,10,1
8,1.00E+05,1000,0.1,19,random,mbkmeans,101.542,1.98,103.753,10,1
9,1.00E+05,1000,0.1,19,random,mbkmeans,105.339,1.804,143.235,10,1
10,1.00E+05,1000,0.1,19,random,mbkmeans,108.111,2.024,112.143,10,1
1,1.00E+05,1000,0.1,20,random,mbkmeans,105.421,1.937,125.972,10,1
2,1.00E+05,1000,0.1,20,random,mbkmeans,99.796,2.01,110.486,10,1
3,1.00E+05,1000,0.1,20,random,mbkmeans,103.279,2.002,117.079,10,1
4,1.00E+05,1000,0.1,20,random,mbkmeans,102.412,1.956,119.956,10,1
5,1.00E+05,1000,0.1,20,random,mbkmeans,103.091,2.12,123.826,10,1
6,1.00E+05,1000,0.1,20,random,mbkmeans,105.643,1.958,129.888,10,1
7,1.00E+05,1000,0.1,20,random,mbkmeans,109.044,1.857,124.623,10,1
8,1.00E+05,1000,0.1,20,random,mbkmeans,104.71,1.861,126.386,10,1
9,1.00E+05,1000,0.1,20,random,mbkmeans,103.688,2.227,119.359,10,1
10,1.00E+05,1000,0.1,20,random,mbkmeans,98.458,1.886,120.271,10,1